pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,orbital_period_days,semi_major_axis_au,planet_radius_re,pl_radj,planet_mass_me,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,planet_eq_temp_k,ttv_flag,st_refname,st_spectype,star_temp_k,st_rad,st_mass,star_metallicity,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,system_distance_pc,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>,5.358765,0.032,1.43,0.12757627,2.32,0.00729954,Mass,0.18,,,0.0,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>,,,0.276,0.249,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,10.59,6.496,10.0469,2025-04-07,2023-05,2025-04-07
WASP-95 b,WASP-95,0,1,1,Transit,2014,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.18466694872,,13.70285267,1.22248874,,,,,1362.1381,1549.44,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5630.0,1.23824,,,,4.37759,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h29m49.88s,337.4578243,-48d00m11.16s,-48.0030988,137.544,10.092,8.564,9.93697,2025-04-07,2017-07,2025-04-07
TOI-1478 b,TOI-1478,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RICE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..104R/abstract target=ref>Rice et al. 2022</a>,10.1802117,0.0818,11.99360935,1.07,279.68899816,0.88,Mass,0.055,,,0.0,<a refstr=RICE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..104R/abstract target=ref>Rice et al. 2022</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m44.10s,126.4337428,-13d33m34.37s,-13.5595485,152.892,10.723,9.201,10.6624,2025-04-07,2022-09,2025-04-07
LTT 1445 A c,LTT 1445 A,0,3,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>,3.123898,0.0226,1.6,0.14274268,1.0,0.00314635,Mass,0.05,,,0.0,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>,,,0.276,0.249,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,10.59,6.496,10.0469,2025-04-07,2023-05,2025-04-07
TOI-1937 A b,TOI-1937 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.94667944,0.01932,13.97759893,1.247,638.83509807,2.01,Mass,0.0,3230.0,2097.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5814.0,1.08,1.072,0.196,[Fe/H],4.401,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h45m28.97s,116.3707214,-52d22m59.73s,-52.3832587,415.135,13.18,11.226,13.0168,2025-04-07,2023-03,2025-04-07
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,1,1,1,Microlensing,2025,KMTNet,Published Confirmed,0,<a refstr=YANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250319471Y/abstract target=ref>Yang et al. 2025</a>,,4.0,,,21.0,0.06607339,Mass,,,,0.0,<a refstr=YANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250319471Y/abstract target=ref>Yang et al. 2025</a>,,,,0.6,,,,<a refstr=YANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250319471Y/abstract target=ref>Yang et al. 2025</a>,17h53m17.42s,268.3225833,-29d42m44.71s,-29.7124194,7000.0,,,,2025-04-07,2025-03,2025-04-07
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,0,1,1,Microlensing,2025,KMTNet,Published Confirmed,0,<a refstr=YANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250319471Y/abstract target=ref>Yang et al. 2025</a>,,1.2,,,381.3940884,1.2,Mass,,,,0.0,<a refstr=YANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250319471Y/abstract target=ref>Yang et al. 2025</a>,,,,0.28,,,,<a refstr=YANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250319471Y/abstract target=ref>Yang et al. 2025</a>,17h57m56.32s,269.4846667,-27d47m41.50s,-27.7948611,7300.0,,,,2025-04-07,2025-03,2025-04-07
TOI-1136 d,TOI-1136,0,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,12.51937,,4.627,0.412794,,,,0.016,,,1.0,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.0,0.968,1.022,0.07,[Fe/H],4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362,9.534,8.034,9.36789,2025-04-07,2022-10,2025-04-07
TOI-2076 b,TOI-2076,1,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRAZIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..41F/abstract target=ref>Frazier et al. 2023</a>,10.355235,,2.39,0.21322189,,,,0.0,49.4,738.0,1.0,<a refstr=FRAZIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..41F/abstract target=ref>Frazier et al. 2023</a>,,5201.0,0.774,0.883,0.017,[Fe/H],4.608,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091,9.139,7.115,8.91028,2025-04-07,2023-02,2025-04-07
TOI-815 b,TOI-815,0,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,11.1972769,,2.62397,0.23409533,,,,,33.9923,672.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4953.9,0.76,,,,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m29.27s,155.8719377,-43d50m05.73s,-43.8349248,59.7117,10.217,7.999,9.93978,2025-04-07,2017-07,2025-04-07
TOI-1670 c,TOI-1670,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUBIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...5L/abstract target=ref>Lubin et al. 2023</a>,40.750145,,10.87271128,0.97,183.70481925,0.578,Mass,0.067,,,0.0,<a refstr=LUBIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...5L/abstract target=ref>Lubin et al. 2023</a>,,6330.0,1.308,1.219,0.017,[Fe/H],4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.067,9.889,8.724,9.81934,2025-04-07,2023-12,2025-04-07
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,0,1,1,Microlensing,2016,MOA,Published Confirmed,0,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,,0.95,,,3.23,0.01016272,Mass,,,,0.0,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,,,,0.025,,,,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,17h58m42.85s,272.019257,-29d23m53.66s,-29.7315826,860.0,,,,2025-04-07,2016-07,2025-04-07
KOI-94 b,KOI-94,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,3.7431667,,,,1648.85,5.18786227,Mass,,,,0.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.352,1.177,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,12.314,10.926,12.1882,2025-04-16,2025-02,2025-04-16
Kepler-279 e,Kepler-279,1,1,4,Transit,2025,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,98.3531,,,,56.0,0.1761957,Mass,,,,0.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.43,1.164,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m33.91s,287.391295,+42d11m41.36s,42.194822,1037.4,13.647,12.509,13.5847,2025-04-16,2025-02,2025-04-16
Kepler-279 d,Kepler-279,0,1,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,54.42054,,,,9.5,0.02989034,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.43,1.164,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m33.91s,287.391295,+42d11m41.36s,42.194822,1037.4,13.647,12.509,13.5847,2025-04-16,2025-02,2025-04-16
Kepler-51 d,Kepler-51,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,130.177099,,,,6.79,0.02136373,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,0.845,0.929,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,14.885,13.197,14.6777,2025-04-16,2025-02,2025-04-16
Kepler-281 c,Kepler-281,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,36.337505,,,,161.124,0.5069528,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.293,0.984,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.45,15.931,13.994,15.7537,2025-04-16,2025-02,2025-04-16
Kepler-281 d,Kepler-281,0,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,148.27201,,,,557.0,1.75251799,Mass,,,,0.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.293,0.984,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.45,15.931,13.994,15.7537,2025-04-16,2025-02,2025-04-16
Kepler-281 b,Kepler-281,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,14.646131,,,,620.032,1.95083884,Mass,,,,0.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.293,0.984,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.45,15.931,13.994,15.7537,2025-04-16,2025-02,2025-04-16
Kepler-279 c,Kepler-279,0,1,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,35.73536,,,,18.1,0.05694897,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.43,1.164,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m33.91s,287.391295,+42d11m41.36s,42.194822,1037.4,13.647,12.509,13.5847,2025-04-16,2025-02,2025-04-16
Kepler-279 b,Kepler-279,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,12.309717,,,,4180.93,13.15467689,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.43,1.164,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m33.91s,287.391295,+42d11m41.36s,42.194822,1037.4,13.647,12.509,13.5847,2025-04-16,2025-02,2025-04-16
WASP-106 b,WASP-106,1,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..217W/abstract target=ref>Wright et al. 2023</a>,9.28969,0.0901,12.10569916,1.08,613.40882551,1.93,Mass,0.023,,,0.0,<a refstr=WRIGHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..217W/abstract target=ref>Wright et al. 2023</a>,,6002.0,1.47,1.175,-0.02,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m43.11s,166.4296276,-05d04m46.15s,-5.0794854,352.181,11.21,10.161,11.3659,2025-04-16,2023-12,2025-04-16
Kepler-80 e,Kepler-80,0,1,6,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,4.6453954,,,,0.879387,0.00276686,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,0.685,0.725,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,15.23,12.253,14.7555,2025-04-16,2025-02,2025-04-16
Kepler-80 d,Kepler-80,0,1,6,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,3.0721487,,,,1.10539,0.00347795,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,0.685,0.725,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,15.23,12.253,14.7555,2025-04-16,2025-02,2025-04-16
KOI-94 e,KOI-94,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,54.319962,,,,10.49,0.03300523,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.352,1.177,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,12.314,10.926,12.1882,2025-04-16,2025-02,2025-04-16
Kepler-105 b,Kepler-105,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,5.4122039,,,,10.6263,0.03343408,Mass,,,,0.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.023,0.991,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m32.94s,287.8872376,+46d16m34.04s,46.2761224,459.223,12.981,11.503,12.8025,2025-04-16,2025-02,2025-04-16
KOI-94 c,KOI-94,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,10.4236774,,,,11.6,0.03649768,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.352,1.177,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,12.314,10.926,12.1882,2025-04-16,2025-02,2025-04-16
Kepler-276 b,Kepler-276,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,14.1284674,,,,731.209,2.3006408,Mass,,,,0.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,0.87,0.845,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m16.37s,293.568197,+39d02m10.72s,39.0363123,1144.86,15.481,13.838,15.3648,2025-04-16,2025-02,2025-04-16
Kepler-276 c,Kepler-276,0,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,31.88412202,,,,3.7,0.0116415,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,0.87,0.845,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m16.37s,293.568197,+39d02m10.72s,39.0363123,1144.86,15.481,13.838,15.3648,2025-04-16,2025-02,2025-04-16
Kepler-276 d,Kepler-276,0,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,48.64808,,,,9.43045,0.02967151,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,0.87,0.845,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m16.37s,293.568197,+39d02m10.72s,39.0363123,1144.86,15.481,13.838,15.3648,2025-04-16,2025-02,2025-04-16
KOI-94 d,KOI-94,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,22.3429648,,,,72.9,0.22936905,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.352,1.177,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,12.314,10.926,12.1882,2025-04-16,2025-02,2025-04-16
Kepler-105 c,Kepler-105,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,7.125944,,,,6.71,0.02111202,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.023,0.991,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m32.94s,287.8872376,+46d16m34.04s,46.2761224,459.223,12.981,11.503,12.8025,2025-04-16,2025-02,2025-04-16
Kepler-80 g,Kepler-80,0,1,6,Transit,2017,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,14.6456,,,,1.96262,0.00617509,Mass,,,,0.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,0.685,0.725,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,15.23,12.253,14.7555,2025-04-16,2025-02,2025-04-16
Kepler-277 b,Kepler-277,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,17.324161,,,,33.6,0.10571742,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.714,1.263,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.643,13.544,11.966,13.3884,2025-04-16,2025-02,2025-04-16
Kepler-277 c,Kepler-277,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,33.00672,,,,40.4,0.12711262,Mass,,,,1.0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,1.714,1.263,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.643,13.544,11.966,13.3884,2025-04-16,2025-02,2025-04-16
